rxcui	drugbank
21118	DB12123
21125	DB08810
21149	DB09064
21183	DB04272
21212	DB01211
21216	DB00766
21224	DB13511
21232	DB00771
21241	DB00349
21244	DB13561
21245	DB01013
21247	DB09004
21249	DB00838
21254	DB04837
21285	DB13843
21373	DB11191
21389	DB11086
21406	DB09270
21457	DB12596
21459	DB12577
21579	DB06778
21648	DB14542
21651	DB14545
21655	DB01380
21660	DB13003
21723	DB13071
21748	DB16712
21750	DB05974
21766	DB00265
21833	DB09131
21837	DB11134
21842	DB11134
21914	DB12766
21949	DB00924
21965	DB14763
22033	DB00606
22037	DB00942
22050	DB01480
22054	DB04839
22255	DB13182
22293	DB04816
22298	DB00298
22299	DB00080
22372	DB01245
22380	DB03600
22396	DB11921
22414	DB16625
22415	DB05804
22434	DB13312
22552	DB04945
22569	DB09551
22656	DB00304
22672	DB11556
22690	DB14649
22696	DB00405
22697	DB13679
22701	DB09357
22708	DB13560
22713	DB01209
22759	DB11994
22795	DB13858
22806	DB11132
22892	DB01495
22906	DB13269
22968	DB09123
23024	DB01501
23043	DB06781
23066	DB15351
23072	DB12890
23072	DB16139
23088	DB01551
23138	DB11638
23152	DB16905
23162	DB13626
23163	DB15825
23203	DB14638
23210	DB11725
23216	DB01461
23220	DB08996
23247	DB14090
23305	DB16142
23321	DB01160
23350	DB11221
23353	DB09140
23370	DB01231
23377	DB12173
23386	DB01146
23405	DB01491
23410	DB00449
23419	DB13785
23420	DB04165
23437	DB00954
23623	DB11594
23638	DB12313
23651	DB01135
23655	DB09273
23678	DB00858
23683	DB14655
23684	DB06751
23685	DB01547
23687	DB09215
23744	DB00645
23796	DB11742
23802	DB12610
23812	DB01525
23919	DB05129
24191	DB00824
24192	DB11404
24246	DB12116
24246	DB16120
24272	DB08990
24305	DB05057
24395	DB13956
24432	DB04574
24439	DB11587
24441	DB08986
24445	DB12736
24453	DB08989
24457	DB03994
24460	DB06689
24468	DB13544
24474	DB01031
24484	DB08988
24506	DB12131
24524	DB01545
24603	DB09166
24605	DB00749
24605	DB18776
24607	DB13258
24608	DB08984
24613	DB09194
24698	DB01073
24812	DB00949
24830	DB08981
24831	DB01463
24850	DB12931
24852	DB13873
24853	DB00800
24855	DB13042
24863	DB13759
24865	DB12728
24867	DB01550
24869	DB13708
24870	DB05076
24876	DB13434
24879	DB08978
24897	DB09501
24898	DB15536
24902	DB06783
24903	DB14488
24909	DB09146
24912	DB13885
24913	DB11171
24940	DB13569
24941	DB14491
24942	DB14488
24946	DB14489
24947	DB13257
25025	DB01216
25033	DB00671
25037	DB00535
25083	DB08975
25089	DB13228
25096	DB08974
25104	DB01567
25112	DB08972
25120	DB00180
25126	DB12553
25138	DB00693
25193	DB06623
25194	DB14634
25255	DB00983
25266	DB01569
25285	DB02948
25287	DB04106
25357	DB00066
25376	DB15462
25389	DB01677
25409	DB16567
25415	DB01514
25437	DB08965
25480	DB00996
25482	DB09132
25483	DB00597
25485	DB00789
25486	DB00789
25544	DB05260
25605	DB13854
25616	DB12351
25680	DB02424
25688	DB15746
25696	DB01645
25734	DB06730
25750	DB06744
25751	DB06748
25755	DB14152
25789	DB00222
25793	DB01251
25795	DB01289
25806	DB13142
25825	DB13732
25842	DB04564
25864	DB02843
25896	DB06271
25916	DB00142
25953	DB03310
26051	DB11323
26143	DB13751
26225	DB00904
26237	DB00889
26290	DB13329
26296	DB00226
26344	DB13446
26393	DB08162
26397	DB06696
26412	DB00801
26414	DB04866
26416	DB13728
26422	DB00793
26506	DB17310
26514	DB15820
26744	DB05276
26797	DB00739
26826	DB00941
26849	DB03808
26867	DB06787
26879	DB00473
26896	DB12779
27084	DB11181
27085	DB00725
27100	DB04865
27130	DB13682
27169	DB01097
27196	DB14543
27197	DB14539
27199	DB14544
27208	DB15778
27220	DB15300
27221	DB13322
27244	DB11602
27291	DB00840
27298	DB14753
27309	DB11789
27315	DB01892
27332	DB15309
27334	DB11075
27340	DB01189
27352	DB08955
27392	DB11699
27396	DB12551
27403	DB08954
27478	DB09284
27491	DB08953
27498	DB00192
27503	DB08952
27510	DB12379
27518	DB12545
27553	DB01446
27604	DB08949
27656	DB00030
27729	DB01249
27748	DB13813
27781	DB09156
27783	DB20831
27791	DB08945
27792	DB09134
27793	DB09135
27794	DB13444
27802	DB09247
27823	DB11209
27837	DB13056
27863	DB09136
27866	DB08944
27901	DB08943
27929	DB13467
27946	DB06706
27971	DB05668
27985	DB13966
28004	DB01020
28012	DB08802
28025	DB08942
28031	DB01167
28144	DB01084
28181	DB01587
28187	DB06738
28198	DB08940
28205	DB05299
28320	DB11960
28382	DB09236
28393	DB04398
28395	DB12942
28439	DB00555
28456	DB09376
28486	DB14566
28627	DB01106
28628	DB13313
28630	DB06713
28656	DB00666
28725	DB09211
28728	DB15648
28771	DB15963
28862	DB09174
28863	DB04948
28872	DB00978
28885	DB06266
28889	DB00455
28894	DB13872
28908	DB09212
28953	DB12622
28959	DB00044
28981	DB00447
29008	DB11231
29046	DB00722
29147	DB12083
29151	DB08938
29155	DB09481
29164	DB13862
29170	DB09281
29209	DB12751
29256	DB13218
29275	DB09238
29307	DB11848
29365	DB02300
29409	DB09248
29410	DB12554
29411	DB13808
29416	DB13009
29418	DB13092
29421	DB03614
29434	DB13219
29439	DB00253
29451	DB00351
29492	DB14650
29495	DB12148
29501	DB13889
29503	DB13890
29513	DB04843
29517	DB13754
29518	DB13530
29523	DB09383
29528	DB01071
29561	DB00760
29592	DB16554
29636	DB13058
29648	DB00902
29682	DB00340
29697	DB06328
29704	DB13624
29766	DB12765
29787	DB09543
29899	DB06800
29900	DB13882
29903	DB14212
29950	DB01336
29954	DB13591
29961	DB09224
29996	DB13274
29998	DB08888
30005	DB13456
30009	DB00491
30031	DB00805
30077	DB01226
30087	DB12111
30111	DB01442
30121	DB01171
30125	DB00745
30125	DB06413
30131	DB00691
30145	DB14512
30225	DB09285
30229	DB13417
30238	DB06409
30257	DB09242
30320	DB16564
30480	DB06445
30482	DB13011
30691	DB11768
30960	DB12536
31005	DB11102
31082	DB06775
31435	DB00385
31447	DB00486
31448	DB00461
31475	DB13680
31476	DB00735
31479	DB06230
31494	DB08804
31495	DB00984
31555	DB04861
31563	DB00716
31565	DB01149
31599	DB15050
31604	DB12989
31722	DB13687
31738	DB14180
31748	DB09220
31754	DB14933
31765	DB00184
31767	DB15764
31782	DB13855
31793	DB12939
31805	DB00665
31819	DB00507
31846	DB04223
31914	DB00906
31930	DB11636
31945	DB11324
31958	DB12927
31974	DB05766
31984	DB14678
31994	DB00957
31995	DB11440
32009	DB11609
32022	DB01486
32311	DB13500
32331	DB12017
32334	DB12843
32385	DB01250
32386	DB12539
32402	DB11815
32414	DB12637
32463	DB11656
32550	DB16273
32592	DB00526
32613	DB00991
32624	DB00776
32626	DB04822
32631	DB12532
32634	DB11446
32638	DB00239
32639	DB11610
32645	DB13601
32649	DB12086
32658	DB13216
32673	DB01428
32675	DB01062
32690	DB16276
32698	DB00383
32770	DB04950
32786	DB11570
32788	DB16830
32809	DB14377
32863	DB11190
32886	DB11057
32889	DB03843
32894	DB00617
32895	DB14657
32915	DB06285
32926	DB00295
32937	DB00715
32939	DB09495
32941	DB13063
32950	DB13967
32968	DB00758
32987	DB11158
33003	DB12987
33055	DB13526
33063	DB13537
33094	DB11198
33121	DB18348
33122	DB05004
33199	DB04930
33218	DB10991
33219	DB11482
33253	DB01121
33266	DB09178
33272	DB01579
33277	DB13337
33278	DB12695
33283	DB01619
33290	DB03255
33303	DB13717
33308	DB13354
33309	DB00832
33332	DB09269
33408	DB11160
33431	DB09209
33546	DB01057
33562	DB00529
33632	DB13248
33712	DB13292
33715	DB12485
33717	DB06762
33724	DB09090
33725	DB13335
33738	DB01132
33739	DB09286
33740	DB08796
33742	DB01338
33743	DB13844
33745	DB13941
33755	DB15888
33764	DB11616
33767	DB01291
33770	DB02925
33787	DB15883
33796	DB15947
33804	DB09252
33835	DB13968
33894	DB17048
33910	DB00270
33960	DB17293
34032	DB15037
34120	DB09369
34132	DB00059
34183	DB11313
34296	DB11098
34300	DB13977
34311	DB11153
34312	DB15923
34316	DB11090
34318	DB09418
34322	DB09413
34323	DB14499
34345	DB00733
34346	DB13247
34347	DB09345
34369	DB01130
34372	DB15566
34373	DB14633
34374	DB14631
34376	DB14632
34476	DB15614
34479	DB13642
34525	DB14812
34530	DB01366
34625	DB12487
34633	DB13296
34641	DB13255
34658	DB03766
34693	DB01839
34706	DB14177
34710	DB13524
34769	DB13527
34905	DB00807
34975	DB12290
35028	DB13514
35030	DB15978
35079	DB17600
35084	DB02209
35100	DB06815
35101	DB13331
35130	DB12975
35161	DB00119
35163	DB06816
35185	DB01589
35195	DB14732
35208	DB00881
35216	DB12780
35242	DB13246
35255	DB00604
35281	DB12518
35296	DB00178
35302	DB00877
35308	DB14158
35350	DB00409
35373	DB12846
35378	DB06515
35382	DB11085
35465	DB11597
35495	DB06408
35616	DB11753
35617	DB01201
35619	DB01220
35623	DB00740
35636	DB00734
35702	DB14971
35762	DB13581
35773	DB01954
35773	DB04149
35780	DB00296
35797	DB00817
35803	DB08806
35805	DB14250
35825	DB06785
35827	DB00465
35829	DB00243
35886	DB13772
35890	DB15830
36056	DB12160
36083	DB09253
36108	DB01399
36117	DB00938
36118	DB00017
36122	DB11071
36139	DB06750
36224	DB19136
36289	DB03106
36314	DB12834
36315	DB12179
36343	DB11068
36344	DB11127
36345	DB00971
36360	DB12697
36387	DB11365
36387	DB15889
36434	DB13131
36435	DB01153
36437	DB01104
36453	DB01236
36476	DB12194
36514	DB01105
36567	DB00641
36579	DB14066
36579	DB16892
36646	DB12833
36669	DB13315
36674	DB18508
36676	DB01390
36679	DB14015
36680	DB14505
36685	DB09460
36696	DB15842
36699	DB14496
36700	DB15952
36704	DB16608
36709	DB09449
36721	DB09472
36746	DB18813
36839	DB02712
36908	DB01348
37032	DB11056
37071	DB15953
37106	DB16882
37175	DB13987
37236	DB05875
37255	DB00139
37289	DB13580
37317	DB13416
37319	DB06820
37320	DB09355
37328	DB15975
37396	DB01145
37403	DB06246
37414	DB12708
37416	DB13273
37418	DB00669
37422	DB14329
37537	DB04936
37546	DB11770
37578	DB09459
37617	DB01606
37662	DB09436
37665	DB09164
37670	DB09411
37686	DB09137
37700	DB09423
37738	DB13205
37744	DB15763
37771	DB01405
37775	DB12343
37776	DB00853
37790	DB00469
37798	DB01162
37801	DB00857
37806	DB00251
37818	DB12816
37855	DB16003
37858	DB16001
37859	DB13944
37864	DB13946
37906	DB08837
37925	DB01083
37927	DB12093
37935	DB06764
37981	DB12838
37983	DB05088
38011	DB09316
38022	DB12444
38024	DB04826
38025	DB16022
38041	DB15958
38057	DB12856
38085	DB11582
38133	DB13557
38220	DB16447
38221	DB04900
38225	DB19119
38252	DB09289
38253	DB01600
38260	DB09070
38278	DB11471
38287	DB06659
38289	DB04912
38290	DB16449
38297	DB13001
38298	DB01007
38307	DB13474
38315	DB13091
38323	DB09536
38365	DB08811
38377	DB09216
38386	DB02383
38400	DB00289
38404	DB00273
38409	DB00539
38413	DB00214
38453	DB13064
38454	DB00519
38508	DB11678
38557	DB13227
38561	DB20138
38567	DB12709
38606	DB12405
38607	DB14636
38609	DB11155
38610	DB06753
38613	DB02891
38617	DB00505
38622	DB12528
38623	DB13747
38655	DB08814
38668	DB01108
38685	DB00662
38716	DB15875
38781	DB12025
38782	DB06825
38810	DB13711
38865	DB12902
38866	DB11079
38868	DB13288
38893	DB13124
38967	DB12248
38998	DB06439
39085	DB11340
39104	DB01933
39202	DB16857
39230	DB12661
39272	DB12038
39275	DB05034
39331	DB13497
39341	DB13099
39370	DB12087
39384	DB10318
39385	DB11621
39529	DB13353
39541	DB00361
39625	DB14003
39626	DB14001
39684	DB00751
39786	DB00285
39801	DB13781
39841	DB06694
39879	DB09227
39918	DB11176
39935	DB14494
39937	DB14533
39954	DB09322
39954	DB14548
39972	DB16552
39990	DB13166
39993	DB00425
39994	DB04828
39998	DB00909
40001	DB01198
40003	DB09225
40028	DB00029
40048	DB00958
40077	DB12652
40112	DB00099
40114	DB01018
40138	DB01088
40169	DB00680
40173	DB01221
40230	DB11996
40254	DB00313
40336	DB13030
40365	DB08486
40450	DB11364
40575	DB00744
40595	DB14033
40621	DB08633
40660	DB09088
40790	DB00213
40834	DB16122
40996	DB12730
41017	DB12883
41126	DB13867
41127	DB01095
41144	DB00225
41208	DB00596
41277	DB14538
41289	DB00308
41321	DB05472
41397	DB13761
41493	DB00814
41541	DB12750
41607	DB12092
41659	DB11919
41680	DB11631
41831	DB09288
41968	DB15246
41996	DB06144
42118	DB05810
42175	DB05830
42316	DB00864
42319	DB00585
42328	DB00637
42330	DB00342
42331	DB00929
42333	DB01157
42347	DB01156
42351	DB14509
42355	DB00176
42357	DB12831
42359	DB01056
42368	DB01228
42372	DB00410
42373	DB12693
42375	DB00007
42405	DB00075
42463	DB00175
42497	DB09110
42512	DB00997
42517	DB06779
42543	DB00128
42585	DB17812
42588	DB06777
42612	DB01003
42618	DB00785
42625	DB11622
42627	DB03619
42630	DB04485
42635	DB09255
42637	DB16530
42659	DB16146
42665	DB06735
42674	DB11859
42674	DB12972
42682	DB01077
42729	DB17966
42736	DB00380
42744	DB15131
42769	DB10675
42781	DB14936
42781	DB15381
42837	DB00345
42851	DB14981
42954	DB00165
42955	DB00583
42987	DB09490
43214	DB12946
43296	DB06485
43423	DB03206
43545	DB15489
43611	DB00654
44151	DB00631
44157	DB00242
44281	DB00185
44369	DB13145
44482	DB12948
44647	DB15293
44695	DB12593
44981	DB05003
44997	DB01447
45045	DB09495
45145	DB04253
45241	DB00754
45244	DB03516
45299	DB12606
45514	DB14732
45554	DB05482
45872	DB12996
45931	DB16084
45938	DB08925
46041	DB00630
46049	DB00088
46241	DB11081
46243	DB11290
46276	DB13039
46303	DB06288
46307	DB01025
46337	DB17641
46353	DB09088
46356	DB05103
46377	DB11720
46584	DB09204
46965	DB09357
46967	DB06761
46980	DB16468
47070	DB14038
47271	DB05875
47461	DB01091
47579	DB00248
47589	DB12926
47610	DB13372
47613	DB11093
47618	DB00326
47622	DB13231
47624	DB13800
47686	DB11129
47746	DB13835
47837	DB11367
47858	DB05246
48056	DB13111
48203	DB00766
48212	DB00771
48703	DB04936
48937	DB00633
49162	DB15230
49247	DB00204
49276	DB00590
49422	DB01454
49428	DB13421
49626	DB04880
49736	DB01569
49737	DB00187
49929	DB21746
50092	DB11935
50097	DB13136
50121	DB00588
50138	DB08967
50166	DB00492
50286	DB17893
50424	DB06743
50425	DB06745
50426	DB06749
50610	DB00014
50675	DB00536
50749	DB01218
50752	DB01476
50939	DB13490
50975	DB06788
51230	DB13711
51231	DB15309
51254	DB05266
51272	DB01224
51296	DB09081
51394	DB13711
51428	DB01306
51474	DB09487
51487	DB13618
51499	DB00762
51855	DB17319
52014	DB12472
52054	DB12448
52071	DB00132
52105	DB14507
52151	DB06794
52175	DB00678
52177	DB14596
52356	DB11110
52357	DB14514
52358	DB13749
52364	DB01397
52403	DB11141
52549	DB09332
52582	DB00244
52696	DB13872
52709	DB00416
52769	DB00235
52788	DB08996
52799	DB12617
52918	DB12251
52972	DB13615
53141	DB13729
53183	DB12863
53553	DB15329
53654	DB00238
53692	DB06712
53694	DB04743
53744	DB13981
53750	DB06804
54084	DB06815
54214	DB00045
54236	DB12877
54552	DB00790
54768	DB05103
54828	DB09555
54908	DB13492
54987	DB14498
54989	DB09087
54993	DB09125
55018	DB09414
55019	DB09413
55074	DB13397
55097	DB11358
55175	DB12278
55244	DB12958
55672	DB00615
55679	DB11738
55681	DB00896
55685	DB00884
55755	DB16062
55987	DB04925
56001	DB06749
56011	DB17380
56022	DB13646
56084	DB14325
56092	DB00462
56093	DB09271
56188	DB00010
56296	DB17608
56410	DB05450
56443	DB09395
56466	DB09154
56501	DB09484
56524	DB13707
56570	DB09098
56618	DB12704
56739	DB09088
56790	DB16568
56795	DB00708
56946	DB01229
56988	DB09423
57021	DB06149
57047	DB12954
57048	DB02638
57074	DB05389
57162	DB05088
57230	DB01133
57257	DB09091
57258	DB00697
57308	DB01030
57330	DB07615
57937	DB12082
57959	DB03166
58295	DB14487
58300	DB11248
58301	DB11175
58850	DB04571
58939	DB00048
58985	DB03206
59016	DB05791
59038	DB11234
59065	DB06814
59077	DB12727
59078	DB00660
59082	DB15785
59087	DB11114
59094	DB08999
59128	DB12422
59161	DB03312
59256	DB15918
59302	DB16533
59308	DB11255
59324	DB15213
59346	DB13654
59359	DB15979
59526	DB12712
59550	DB03701
59636	DB00354
59639	DB09059
59743	DB01325
59744	DB00069
59759	DB12117
59763	DB00649
59768	DB00061
59772	DB04894
59839	DB00299
59849	DB01594
59899	DB16290
59943	DB00724
59962	DB15038
60049	DB13082
60159	DB13066
60207	DB00869
60212	DB01117
60223	DB00210
60245	DB11783
60249	DB09172
60251	DB13049
60307	DB00494
60360	DB12670
60392	DB08884
60397	DB15997
60478	DB12767
60548	DB01276
60661	DB13953
60662	DB15015
60819	DB00006
60842	DB00234
61053	DB06746
61136	DB16075
61148	DB00052
61319	DB12753
61349	DB04886
61381	DB00334
61455	DB12523
61487	DB13261
61609	DB01102
61686	DB01521
61758	DB12770
61773	DB13425
61805	DB00348
62130	DB11143
62136	DB14643
62152	DB11774
62153	DB11179
62172	DB19381
62174	DB01089
62325	DB04699
62349	DB00903
62356	DB00158
62372	DB08818
62400	DB01783
62427	DB01586
66862	DB06724
66869	DB15478
66887	DB11124
66904	DB06707
66958	DB13704
66974	DB01244
67031	DB08813
67108	DB01225
67109	DB06779
67176	DB06198
67187	DB15826
67257	DB11605
67282	DB05344
67459	DB11998
67468	DB15289
67476	DB12598
67559	DB01546
67616	DB10917
67631	DB15427
67656	DB16885
67760	DB04858
67999	DB16088
68063	DB13027
68091	DB00757
68092	DB06791
68099	DB00426
68115	DB00554
68128	DB05265
68139	DB00728
68147	DB00050
68149	DB00688
68152	DB00057
68178	DB13028
68244	DB00709
68275	DB12352
68350	DB12264
68382	DB16021
68388	DB11940
68442	DB00099
68443	DB06415
68446	DB00642
68503	DB06283
68599	DB09160
68760	DB16351
68816	DB05010
68905	DB11238
68952	DB12739
69020	DB06461
69036	DB06201
69037	DB14703
69120	DB01409
69124	DB06159
69206	DB12515
69276	DB06420
69372	DB15798
69394	DB04884
69443	DB12663
69528	DB09260
69627	DB11218
69634	DB00020
69646	DB06822
69722	DB00558
69749	DB00177
69782	DB09114
69893	DB12602
69912	DB12868
69947	DB12291
69947	DB16142
70055	DB12629
70161	DB12525
70167	DB13144
70223	DB00041
70321	DB05386
70543	DB05875
70561	DB00377
70602	DB00142
71535	DB01339
71962	DB12406
72003	DB12878
72031	DB00119
72086	DB15943
72137	DB01570
72143	DB00481
72236	DB01320
72257	DB00068
72258	DB00068
72302	DB00268
72376	DB14815
72385	DB16570
72435	DB00026
72467	DB13050
72472	DB11812
72610	DB00197
72625	DB00476
72854	DB00743
72901	DB09508
72937	DB00323
72962	DB01248
72965	DB01006
73032	DB00899
73044	DB00912
73056	DB00884
73107	DB00922
73137	DB00775
73178	DB04946
73331	DB14806
73353	DB11882
73363	DB08188
73494	DB00966
73561	DB05624
73645	DB00577
73689	DB04854
73710	DB00910
74082	DB13911
74102	DB13018
74667	DB00962
74670	DB09067
74671	DB09067
75094	DB04957
75207	DB00559
75220	DB17147
75408	DB06433
75533	DB17984
75542	DB06193
75635	DB00063
75747	DB00244
75806	DB16002
75917	DB00060
75918	DB12938
75957	DB13609
75960	DB09259
75961	DB09259
76064	DB17098
76273	DB15783
76469	DB10804
76887	DB09097
76895	DB00015
77107	DB13226
77492	DB00706
77646	DB16935
77655	DB00399
77674	DB09535
77754	DB09507
77896	DB05708
77897	DB05708
78484	DB06754
78519	DB16963
78902	DB01298
78903	DB00314
78904	DB13528
80726	DB13375
81319	DB15388
81404	DB12549
81647	DB06819
81700	DB11924
81813	DB03496
81846	DB17475
81864	DB00523
81901	DB14800
81918	DB04958
81948	DB06723
81971	DB09015
82003	DB11089
82088	DB11097
82089	DB14585
82122	DB01137
82242	DB16522
82528	DB14583
82692	DB12692
82692	DB12991
82717	DB17147
82819	DB00659
83008	DB01128
83133	DB12869
83171	DB00369
83183	DB12894
83213	DB01388
83290	DB12447
83329	DB12531
83347	DB12163
83367	DB01076
83395	DB01232
83427	DB09235
83515	DB00876
83600	DB06580
83671	DB16237
83682	DB01066
83719	DB00365
83777	DB12321
83788	DB09223
83816	DB00705
83818	DB01029
83885	DB13253
83929	DB00054
83947	DB00799
84108	DB00412
84135	DB06224
84202	DB00718
84338	DB11898
84420	DB12885
84448	DB05800
84813	DB17605
84845	DB13068
84857	DB01217
84897	DB12327
84959	DB00053
84990	DB06703
85110	DB13877
85248	DB00969
85762	DB00503
85763	DB06759
85796	DB06496
85956	DB15210
86009	DB00046
86135	DB12222
86691	DB04892
86710	DB15215
87636	DB00950
87639	DB12407
87725	DB12681
87855	DB15532
87866	DB00407
88014	DB00953
88174	DB03010
88249	DB00471
88480	DB12850
88766	DB12574
88809	DB04975
88849	DB12088
89013	DB01238
89548	DB14046
89552	DB11304
89720	DB00406
89727	DB09377
89746	DB15678
89772	DB14752
89778	DB01057
89781	DB13913
89782	DB13720
89784	DB01625
89785	DB11315
89787	DB19383
89789	DB06797
89795	DB09092
89808	DB01494
89810	DB00306
89821	DB11111
89831	DB15793
89859	DB10516
89886	DB11603
89887	DB14113
89890	DB10805
89903	DB13620
89910	DB19368
89914	DB09364
89916	DB13163
89959	DB00144
90176	DB01592
90177	DB18729
90249	DB18717
90297	DB13134
90477	DB15361
90540	DB11916
90641	DB13076
90650	DB14227
90926	DB15776
90945	DB14689
90950	DB16610
90952	DB11361
91077	DB00400
91078	DB00400
91101	DB00945
91170	DB11274
91171	DB11275
91178	DB00277
91189	DB09085
91275	DB13735
91311	DB00223
91320	DB11222
91324	DB11096
91326	DB11064
91327	DB11062
91458	DB09456
91472	DB11088
91510	DB09380
91516	DB09385
91521	DB09425
91535	DB09293
91540	DB09382
91551	DB09448
91559	DB09370
91588	DB16624
91596	DB14114
91601	DB09312
91603	DB11604
100213	DB14222
100272	DB16540
100278	DB19282
101360	DB17439
101369	DB02568
101398	DB05296
101420	DB00786
102482	DB09140
102846	DB08962
102848	DB01382
103447	DB08973
103468	DB14540
103866	DB15759
104100	DB01575
104129	DB11097
104129	DB14585
104466	DB06822
105556	DB14674
105655	DB14501
105673	DB13381
105694	DB00016
105695	DB19434
106453	DB11003
106650	DB13151
107044	DB00098
107129	DB09145
107770	DB04843
107771	DB00944
108074	DB13158
108088	DB00240
108118	DB00764
108557	DB19266
108717	DB09443
113420	DB01471
113608	DB02703
114052	DB02789
114176	DB01624
114195	DB00529
114200	DB04272
114202	DB04398
114254	DB00016
114273	DB02772
114275	DB16114
114289	DB00224
114450	DB16571
114464	DB00125
114464	DB13207
114477	DB01202
114493	DB04931
114854	DB09353
114934	DB00001
114934	DB11095
114970	DB00549
114979	DB01129
115066	DB09232
115173	DB16837
115238	DB00102
115241	DB12054
115243	DB11630
115264	DB00710
115265	DB00710
115290	DB00950
115452	DB01344
115552	DB00685
115698	DB00246
116467	DB13239
116647	DB16362
117055	DB00087
117466	DB14126
117471	DB12758
117516	DB13106
117664	DB13658
117925	DB16231
118080	DB04897
118211	DB16707
118886	DB00460
118980	DB04545
119246	DB17765
119247	DB17765
119514	DB04977
119565	DB01036
119686	DB05109
119771	DB06211
119917	DB12470
120451	DB01363
120608	DB00008
120833	DB06244
120837	DB05871
121047	DB19384
121118	DB00399
121191	DB00073
121243	DB00582
124072	DB14175
124137	DB14297
124338	DB10351
124848	DB20118
125699	DB16247
125929	DB14235
132871	DB00511
132889	DB06707
133050	DB01574
134404	DB00094
134426	DB01524
134429	DB06709
134527	DB00220
134547	DB06769
134554	DB01381
134568	DB00516
134585	DB15037
134615	DB00484
134695	DB16854
134748	DB01367
134865	DB15690
134906	DB01411
134998	DB13153
135010	DB05779
135056	DB00528
135076	DB06444
135091	DB11675
135255	DB12700
135276	DB09290
135364	DB11892
135391	DB00768
135447	DB00843
135481	DB00796
135509	DB11639
135775	DB00315
135867	DB06247
136162	DB13976
136198	DB00496
136300	DB00089
136411	DB00203
136905	DB04853
137076	DB12445
137563	DB05786
137665	DB04878
137732	DB14529
137922	DB06656
138037	DB12436
138099	DB01155
138177	DB15096
138322	DB04856
138470	DB11614
138626	DB06423
138768	DB13097
138855	DB06440
138969	DB09257
139293	DB15359
139462	DB00218
139778	DB01079
139807	DB17772
139825	DB01307
139896	DB00109
139953	DB01278
